sub,block,rest_block,trial_num,set_size,targ_or,resp,RT
235,1,1,7,16,1,0,0
235,1,1,8,8,2,2,1.1815
235,1,1,9,8,2,2,0.72822
235,1,1,10,12,2,0,0
235,1,1,11,12,2,2,1.0452
235,1,1,12,12,1,1,1.0149
235,1,1,13,8,2,2,0.63912
235,1,1,14,16,2,2,1.343
235,1,1,15,16,1,1,1.8877
235,1,1,16,8,2,2,0.71186
235,1,1,17,12,2,2,1.2866
235,1,1,18,8,1,1,0.86423
235,1,2,1,16,1,1,1.3948
235,1,2,2,8,2,2,0.75235
235,1,2,3,8,2,2,1.7209
235,1,2,4,16,2,2,0.58223
235,1,2,5,16,2,2,0.96796
235,1,2,6,12,1,1,0.94279
235,1,2,7,12,2,2,1.1833
235,1,2,8,12,1,1,0.88672
235,1,2,9,16,1,1,1.687
235,1,2,10,8,1,1,0.86301
235,1,2,11,12,2,2,0.8242
235,1,2,12,8,1,1,0.64718
235,1,2,13,8,1,1,0.75918
235,1,2,14,16,1,1,0.76763
235,1,2,15,12,1,1,1.9994
235,1,2,16,8,1,1,0.71167
235,1,2,17,16,2,2,0.99799
235,1,2,18,12,1,1,0.68002
235,1,3,1,16,1,1,1.0327
235,1,3,2,8,1,1,0.74525
235,1,3,3,12,2,2,0.71792
235,1,3,4,16,2,2,1.7601
235,1,3,5,8,2,2,0.72701
235,1,3,6,12,1,1,0.90369
235,1,3,7,12,1,1,0.9914
235,1,3,8,8,2,2,0.80024
235,1,3,9,12,1,1,0.81434
235,1,3,10,16,1,1,0.96609
235,1,3,11,16,1,1,0.95142
235,1,3,12,8,2,2,1.5359
235,1,3,13,16,1,2,0.9265
235,1,3,14,8,1,1,0.69532
235,1,3,15,16,1,2,0.59152
235,1,3,16,12,1,1,1.207
235,1,3,17,12,2,2,0.73583
235,1,3,18,8,1,1,0.74265
235,1,4,1,8,1,1,0.99529
235,1,4,2,16,2,2,1.1746
235,1,4,3,12,2,2,0.73391
235,1,4,4,12,2,2,0.76774
235,1,4,5,16,1,1,1.0953
235,1,4,6,12,2,2,1.2139
235,1,4,7,8,2,2,0.95177
235,1,4,8,8,2,2,1.2879
235,1,4,9,16,1,1,1.2298
235,1,4,10,8,2,2,0.71881
235,1,4,11,16,1,1,0.75821
235,1,4,12,16,1,1,1.2402
235,1,4,13,8,1,1,1.2796
235,1,4,14,16,2,2,1.1106
235,1,4,15,8,2,2,0.62284
235,1,4,16,12,1,1,0.67056
235,1,4,17,12,1,1,1.3432
235,1,4,18,12,1,2,0.93629
235,1,5,1,16,1,1,1.0163
235,1,5,2,12,1,1,1.2711
235,1,5,3,16,2,2,0.76655
235,1,5,4,16,2,2,1.2784
235,1,5,5,8,1,1,1.0159
235,1,5,6,8,1,1,0.80633
235,1,5,7,12,1,1,1.6386
235,1,5,8,8,1,1,1.8881
235,1,5,9,12,1,1,1.0542
235,1,5,10,8,2,2,0.8076
235,1,5,11,16,1,1,1.4863
235,1,5,12,12,2,0,0
235,1,5,13,12,1,1,1.0453
235,1,5,14,8,2,2,1.2229
235,1,5,15,16,2,1,1.6222
235,1,5,16,8,2,2,0.83185
235,1,5,17,12,1,1,1.1351
235,1,5,18,16,2,2,1.2145
235,1,6,1,12,2,2,0.82541
235,1,6,2,8,1,1,1.1044
235,1,6,3,8,2,2,0.8229
235,1,6,4,8,2,2,0.64679
235,1,6,5,12,1,1,1.0156
235,1,6,6,16,1,2,0.90261
235,1,6,7,16,2,2,1.3672
235,1,6,8,16,1,1,0.67795
235,1,6,9,12,1,1,0.67143
235,1,6,10,12,1,1,0.84612
235,1,6,11,12,1,1,1.424
235,1,6,12,8,2,1,0.83105
235,1,6,13,12,2,2,0.91033
235,1,6,14,16,2,2,0.76732
235,1,6,15,8,1,1,0.64805
235,1,6,16,16,1,2,1.7109
235,1,6,17,8,2,2,0.77543
235,1,6,18,16,1,0,0
235,1,7,1,16,2,2,1.2886
235,1,7,2,8,2,2,0.83212
235,1,7,3,8,1,1,1.4719
235,1,7,4,12,1,2,1.2456
235,1,7,5,16,1,1,1.1434
235,1,7,6,12,1,1,0.51015
235,1,7,7,12,1,1,1.1201
235,1,7,8,8,2,2,1.6954
235,1,7,9,8,1,1,0.72696
235,1,7,10,16,2,0,0
235,1,7,11,16,2,2,1.2369
235,1,7,12,12,1,1,1.0711
235,1,7,13,12,1,1,0.91097
235,1,7,14,8,1,2,1.767
235,1,7,15,12,2,0,0
235,1,7,16,16,1,1,1.4288
235,1,7,17,8,2,2,1.4877
235,1,7,18,16,2,2,0.88581
235,1,8,1,12,1,1,1.274
235,1,8,2,8,1,2,1.6874
235,1,8,3,12,2,2,1.0945
235,1,8,4,12,1,1,1.4382
235,1,8,5,8,1,1,0.70198
235,1,8,6,12,1,1,1.0475
235,1,8,7,8,1,1,0.86299
235,1,8,8,16,2,2,0.8386
235,1,8,9,16,1,1,0.6703
235,1,8,10,12,2,2,1.591
235,1,8,11,8,1,1,1.3183
235,1,8,12,16,2,2,1.743
235,1,8,13,16,1,1,0.8138
235,1,8,14,16,1,2,1.3983
235,1,8,15,12,2,2,0.6549
235,1,8,16,8,2,2,0.75843
235,1,8,17,8,2,2,0.94237
235,1,8,18,16,1,2,0.77425
235,1,9,1,8,2,2,1.666
235,1,9,2,12,1,1,0.78265
235,1,9,3,12,1,1,1.1339
235,1,9,4,16,2,2,0.99833
235,1,9,5,12,1,1,0.64684
235,1,9,6,16,1,1,1.1805
235,1,9,7,16,1,1,0.69527
235,1,9,8,12,1,0,0
235,1,9,9,16,2,2,1.6454
235,1,9,10,16,1,1,0.70917
235,1,9,11,8,2,2,1.0154
235,1,9,12,12,2,2,0.72593
235,1,9,13,8,1,1,0.89589
235,1,9,14,8,1,1,1.5194
235,1,9,15,16,1,1,0.97398
235,1,9,16,8,1,1,0.69406
235,1,9,17,8,1,1,0.59835
235,1,9,18,12,1,1,0.65662
235,1,10,1,8,1,1,1.0725
235,1,10,2,8,1,1,0.60011
235,1,10,3,12,2,2,0.71022
235,1,10,4,8,2,2,0.70335
235,1,10,5,12,2,2,0.67815
235,1,10,6,16,1,1,1.3745
235,1,10,7,12,2,2,0.61544
235,1,10,8,16,1,1,0.74133
235,1,10,9,12,1,1,0.79115
235,1,10,10,8,1,1,0.76681
235,1,10,11,12,1,1,1.4793
235,1,10,12,16,1,1,1.2389
235,1,10,13,8,2,2,0.7587
235,1,10,14,16,2,2,0.92662
235,1,10,15,8,1,1,1.9508
235,1,10,16,16,1,1,1.1261
235,1,10,17,12,2,1,0.71017
235,1,10,18,16,1,1,1.0696
235,1,11,1,16,1,1,1.178
235,1,11,2,12,1,1,1.1493
235,1,11,3,8,1,1,0.58278
235,1,11,4,16,1,1,0.63881
235,1,11,5,16,2,2,1.1732
235,1,11,6,16,2,0,0
235,1,11,7,8,1,1,0.56632
235,1,11,8,16,1,1,0.79803
235,1,11,9,12,1,1,0.74239
235,1,11,10,12,2,1,0.9188
235,1,11,11,12,2,2,0.60573
235,1,11,12,8,1,1,1.1506
235,1,11,13,12,1,1,0.95101
235,1,11,14,8,2,2,1.0309
235,1,11,15,12,1,1,0.70347
235,1,11,16,16,1,1,0.87774
235,1,11,17,8,1,1,0.81532
235,1,11,18,8,1,1,0.61462
235,1,12,1,8,1,1,1.0809
235,1,12,2,12,2,2,0.58331
235,1,12,3,12,2,2,1.2288
235,1,12,4,8,1,1,0.59153
235,1,12,5,12,1,1,0.76557
235,1,12,6,12,2,2,0.62331
235,1,12,7,8,2,2,0.70264
235,1,12,8,8,1,1,0.70363
235,1,12,9,8,2,1,0.71896
235,1,12,10,8,2,2,0.92771
235,1,12,11,16,2,2,1.1092
235,1,12,12,12,2,2,0.57493
235,1,12,13,16,2,2,0.56612
235,1,12,14,16,2,0,0
235,1,12,15,16,1,1,1.0032
235,1,12,16,16,2,2,1.0301
235,1,12,17,16,1,1,0.59762
235,1,12,18,12,1,1,0.87924
235,1,13,1,12,2,2,1.0416
235,1,13,2,8,1,1,1.0136
235,1,13,3,16,1,1,1.0546
235,1,13,4,12,2,2,1.1583
235,1,13,5,8,1,1,0.74285
235,1,13,6,16,1,1,0.90139
235,1,13,7,8,2,2,0.61519
235,1,13,8,8,2,2,0.69486
235,1,13,9,8,2,2,0.53494
235,1,13,10,16,1,1,1.0295
235,1,13,11,12,2,2,0.93568
235,1,13,12,16,2,2,0.78099
235,1,13,13,8,2,2,0.7998
235,1,13,14,12,2,2,0.63093
235,1,13,15,12,1,1,0.7909
235,1,13,16,16,2,2,1.0787
235,1,13,17,16,1,1,0.56519
235,1,13,18,12,2,2,0.71132
235,1,14,1,8,2,2,0.72855
235,1,14,2,16,2,1,0.62231
235,1,14,3,8,2,2,0.99971
235,1,14,4,16,2,2,1.2623
235,1,14,5,16,2,2,1.0612
235,1,14,6,8,2,2,0.64802
235,1,14,7,8,1,1,0.49412
235,1,14,8,8,1,1,1.3268
235,1,14,9,12,1,1,1.7341
235,1,14,10,12,2,2,0.93565
235,1,14,11,16,1,1,1.3564
235,1,14,12,16,2,2,0.9333
235,1,14,13,16,2,2,0.62201
235,1,14,14,12,2,2,1.7984
235,1,14,15,12,2,2,1.3583
235,1,14,16,12,2,2,0.58221
235,1,14,17,8,2,2,0.88801
235,1,14,18,12,2,2,0.59118
235,1,15,1,8,2,2,0.64045
235,1,15,2,16,2,2,0.55078
235,1,15,3,8,1,1,0.51069
235,1,15,4,12,1,1,0.65403
235,1,15,5,12,1,1,0.55154
235,1,15,6,16,1,1,0.87787
235,1,15,7,8,1,1,0.55018
235,1,15,8,12,2,2,1.263
235,1,15,9,8,1,1,0.71975
235,1,15,10,16,2,2,0.66171
235,1,15,11,12,1,2,0.86981
235,1,15,12,16,2,2,1.3428
235,1,15,13,8,1,1,1.1348
235,1,15,14,8,2,2,0.59923
235,1,15,15,16,1,1,1.2218
235,1,15,16,16,1,1,0.71
235,1,15,17,12,2,2,0.74266
235,1,15,18,12,1,1,0.58177
235,1,16,1,16,1,1,1.0974
235,1,16,2,8,2,2,0.83927
235,1,16,3,8,1,1,0.77529
235,1,16,4,12,1,1,0.64658
235,1,16,5,8,1,2,1.1104
235,1,16,6,16,2,2,1.5735
235,1,16,7,12,2,2,0.87029
235,1,16,8,12,2,2,1.1118
235,1,16,9,16,2,2,1.1981
235,1,16,10,16,1,1,1.3737
235,1,16,11,16,2,2,0.98973
235,1,16,12,12,1,1,0.72727
235,1,16,13,12,1,1,1.3581
235,1,16,14,8,1,1,1.375
235,1,16,15,12,2,2,1.3587
235,1,16,16,8,2,2,1.1593
235,1,16,17,16,2,2,1.0863
235,1,16,18,8,1,1,0.71126
235,1,17,1,12,1,1,1.4165
235,1,17,2,16,1,1,0.79856
235,1,17,3,8,1,1,0.82994
235,1,17,4,8,2,2,0.69449
235,1,17,5,12,1,1,1.768
235,1,17,6,16,1,1,0.93446
235,1,17,7,8,1,1,0.65504
235,1,17,8,8,1,1,0.5185
235,1,17,9,16,2,2,1.0311
235,1,17,10,8,2,2,0.98314
235,1,17,11,8,1,1,0.59872
235,1,17,12,16,1,1,0.89375
235,1,17,13,12,1,1,0.62337
235,1,17,14,12,2,2,0.98215
235,1,17,15,12,1,1,1.575
235,1,17,16,16,2,2,0.54879
235,1,17,17,12,2,2,1.9835
235,1,17,18,16,1,1,0.88508
235,1,18,1,8,1,1,0.82594
235,1,18,2,16,1,1,1.0859
235,1,18,3,16,2,2,0.52696
235,1,18,4,8,2,2,0.99834
235,1,18,5,8,1,1,0.83041
235,1,18,6,16,1,1,0.75819
235,1,18,7,16,2,2,0.62949
235,1,18,8,8,2,2,0.63997
235,1,18,9,8,1,1,0.71871
235,1,18,10,12,2,2,0.51885
235,1,18,11,12,1,1,0.65091
235,1,18,12,12,2,2,0.56219
235,1,18,13,16,2,2,0.9177
235,1,18,14,16,1,1,0.86225
235,1,18,15,12,2,2,0.50276
235,1,18,16,8,2,2,0.8156
235,1,18,17,12,2,2,0.81368
235,1,18,18,12,2,2,0.59063
235,1,19,1,8,2,2,0.59259
235,1,19,2,8,2,2,0.49461
235,1,19,3,16,1,1,1.0943
235,1,19,4,12,1,1,1.1583
235,1,19,5,16,1,1,0.8302
235,1,19,6,12,1,1,0.57408
235,1,19,7,8,2,2,0.55187
235,1,19,8,16,1,1,0.79782
235,1,19,9,8,1,1,0.67887
235,1,19,10,8,1,1,0.59866
235,1,19,11,12,1,1,0.74271
235,1,19,12,12,1,1,0.99744
235,1,19,13,16,2,2,0.55786
235,1,19,14,12,2,2,1.4069
235,1,19,15,12,1,1,0.55077
235,1,19,16,16,1,1,0.53477
235,1,19,17,8,1,1,0.70275
235,1,19,18,16,1,1,0.85295
235,1,20,1,12,2,2,1.0741
235,1,20,2,12,2,2,0.75301
235,1,20,3,8,2,2,0.78015
235,1,20,4,8,1,1,1.0402
235,1,20,5,8,2,2,1.0541
235,1,20,6,16,1,2,0.87105
235,1,20,7,12,2,2,0.72614
235,1,20,8,12,2,2,1.1905
235,1,20,9,8,2,2,0.62243
235,1,20,10,16,1,1,1.1575
235,1,20,11,16,2,2,1.0705
235,1,20,12,12,2,2,0.73597
235,1,20,13,16,1,1,1.165
235,1,20,14,12,1,1,0.73362
235,1,20,15,8,2,2,1.1038
235,1,20,16,16,1,1,0.59876
235,1,20,17,16,2,2,0.64678
235,1,20,18,8,1,1,0.59858
235,1,21,1,16,1,1,0.86512
235,1,21,2,12,2,2,0.91843
235,1,21,3,12,2,2,0.76663
235,1,21,4,16,2,2,0.62957
235,1,21,5,8,2,2,0.66353
235,1,21,6,12,2,2,0.69552
235,1,21,7,8,2,2,0.46228
235,1,21,8,12,2,2,1.0627
235,1,21,9,16,1,1,0.82985
235,1,21,10,8,2,2,0.6707
235,1,21,11,16,2,2,0.55747
235,1,21,12,16,2,2,0.77503
235,1,21,13,12,1,1,1.2142
235,1,21,14,12,2,2,0.77428
235,1,21,15,8,1,1,0.71839
235,1,21,16,16,1,1,0.63047
235,1,21,17,8,1,1,0.78331
235,1,21,18,8,2,2,0.95849
235,1,22,1,12,1,1,0.96165
235,1,22,2,8,1,1,0.87064
235,1,22,3,8,1,1,1.1443
235,1,22,4,8,2,2,0.84313
235,1,22,5,12,2,2,1.2795
235,1,22,6,12,2,2,0.75797
235,1,22,7,12,1,1,0.90234
235,1,22,8,12,2,2,0.70225
235,1,22,9,16,1,1,0.62136
235,1,22,10,16,2,2,0.91859
235,1,22,11,8,2,2,0.48797
235,1,22,12,16,1,1,0.55822
235,1,22,13,8,1,2,1.0463
235,1,22,14,12,2,2,0.64708
235,1,22,15,8,1,1,1.3581
235,1,22,16,16,2,2,0.76734
235,1,22,17,16,1,1,1.5256
235,1,22,18,16,2,2,0.56535
235,1,23,1,8,2,2,1.1704
235,1,23,2,12,2,2,0.70945
235,1,23,3,8,2,2,0.47933
235,1,23,4,8,2,2,0.72777
235,1,23,5,16,1,1,0.98093
235,1,23,6,12,2,2,0.62309
235,1,23,7,16,2,2,0.7096
235,1,23,8,8,2,1,0.61422
235,1,23,9,12,1,1,1.0397
235,1,23,10,12,2,2,0.75009
235,1,23,11,12,1,1,0.55116
235,1,23,12,16,1,1,0.9569
235,1,23,13,8,2,2,0.84748
235,1,23,14,16,2,2,0.79063
235,1,23,15,12,2,2,0.57498
235,1,23,16,16,2,2,0.68653
235,1,23,17,16,2,2,0.60567
235,1,23,18,8,1,1,0.51931
235,1,24,1,16,2,2,0.9134
235,1,24,2,12,1,1,0.8695
235,1,24,3,16,1,1,0.75822
235,1,24,4,12,1,1,0.62205
235,1,24,5,12,1,1,0.56864
235,1,24,6,8,1,1,1.11
235,1,24,7,16,1,1,1.3095
235,1,24,8,16,1,1,0.92588
235,1,24,9,8,1,1,0.88757
235,1,24,10,12,2,2,1.1104
235,1,24,11,16,2,2,0.57445
235,1,24,12,8,2,2,0.5187
235,1,24,13,16,1,1,1.0533
235,1,24,14,8,1,1,0.9836
235,1,24,15,8,1,1,0.7742
235,1,24,16,12,1,1,0.61547
235,1,24,17,8,1,1,0.84659
235,1,24,18,12,2,2,0.92574
235,1,25,1,8,1,1,1.1362
235,1,25,2,12,1,1,1.1583
235,1,25,3,16,1,1,0.79134
235,1,25,4,8,2,2,0.71155
235,1,25,5,12,1,1,1.0139
235,1,25,6,8,1,1,0.839
235,1,25,7,8,2,2,0.54315
235,1,25,8,16,1,1,1.9497
235,1,25,9,16,1,1,0.61475
235,1,25,10,12,2,2,0.83841
235,1,25,11,12,1,1,0.72577
235,1,25,12,16,2,0,0
235,1,25,13,12,1,1,0.52459
235,1,25,14,16,1,1,1.0226
235,1,25,15,8,2,1,0.79869
235,1,25,16,8,2,2,0.64741
235,1,25,17,12,2,2,0.62135
235,1,25,18,16,2,2,1.1909
235,1,26,1,16,2,2,0.89609
235,1,26,2,8,2,2,0.49433
235,1,26,3,12,1,1,0.54325
235,1,26,4,12,1,1,0.66282
235,1,26,5,16,2,2,1.189
235,1,26,6,12,2,2,0.50306
235,1,26,7,12,2,2,1.1344
235,1,26,8,16,2,2,0.84222
235,1,26,9,16,2,2,1.3739
235,1,26,10,8,1,1,0.8698
235,1,26,11,8,2,2,0.58379
235,1,26,12,16,2,2,1.2701
235,1,26,13,16,2,2,1.0626
235,1,26,14,12,1,1,0.74295
235,1,26,15,8,1,2,0.72571
235,1,26,16,8,1,1,0.88744
235,1,26,17,8,1,1,1.3501
235,1,26,18,12,1,1,0.63953
235,1,27,1,16,2,2,1.48
235,1,27,2,16,1,1,0.64604
235,1,27,3,16,1,1,0.61393
235,1,27,4,12,2,1,0.63832
235,1,27,5,16,2,2,0.7002
235,1,27,6,12,2,2,0.75918
235,1,27,7,16,2,2,0.79838
235,1,27,8,12,2,2,0.67051
235,1,27,9,8,2,2,0.93501
235,1,27,10,8,1,1,0.91117
235,1,27,11,8,2,2,0.695
235,1,27,12,12,1,1,0.54213
235,1,27,13,8,1,1,0.8309
235,1,27,14,8,1,1,0.64704
235,1,27,15,12,2,2,0.59028
235,1,27,16,8,2,2,0.71931
235,1,27,17,16,1,1,0.95789
235,1,27,18,12,1,1,0.5432
235,1,28,1,16,1,1,1.4487
235,1,28,2,12,2,2,0.75832
235,1,28,3,12,1,1,0.5908
235,1,28,4,16,2,0,0
235,1,28,5,16,2,2,1.6519
235,1,28,6,12,1,1,0.70138
235,1,28,7,8,1,1,1.1678
235,1,28,8,8,2,2,0.79932
235,1,28,9,16,2,2,0.61308
235,1,28,10,8,2,2,0.50278
235,1,28,11,12,1,1,0.76703
235,1,28,12,12,1,1,1.1749
235,1,28,13,8,2,1,0.66245
235,1,28,14,12,1,1,0.78255
235,1,28,15,16,1,1,1.2543
235,1,28,16,8,2,2,0.54197
235,1,28,17,8,1,1,1.1752
235,1,28,18,16,1,1,0.75832
235,1,29,1,16,1,1,0.58492
235,1,29,2,8,1,1,0.6872
235,1,29,3,12,2,2,1.1834
235,1,29,4,8,2,2,0.76599
235,1,29,5,12,2,2,0.53464
235,1,29,6,8,1,1,0.64627
235,1,29,7,12,1,1,0.75125
235,1,29,8,12,1,1,0.55743
235,1,29,9,8,2,2,0.55869
235,1,29,10,16,2,2,0.91057
235,1,29,11,16,1,1,1.0538
235,1,29,12,16,2,2,0.56549
235,1,29,13,8,2,2,0.71016
235,1,29,14,16,1,1,0.64564
235,1,29,15,12,1,1,0.58349
235,1,29,16,8,1,1,0.88656
235,1,29,17,12,1,1,0.64639
235,1,29,18,16,2,2,1.0618
235,1,30,1,16,1,1,0.98321
235,1,30,2,16,1,1,0.51017
235,1,30,3,12,1,1,0.63929
235,1,30,4,16,2,2,0.80576
235,1,30,5,16,2,2,0.58145
235,1,30,6,8,1,1,0.81479
235,1,30,7,16,2,2,0.87023
235,1,30,8,8,2,1,0.51195
235,1,30,9,8,2,2,0.6469
235,1,30,10,12,1,1,0.50253
235,1,30,11,8,1,1,0.81468
235,1,30,12,12,1,1,0.53452
235,1,30,13,8,1,1,0.86191
235,1,30,14,12,1,1,0.7668
235,1,30,15,12,1,1,0.66961
235,1,30,16,16,1,1,0.55138
235,1,30,17,8,2,2,0.72298
235,1,30,18,12,2,2,0.49359
235,1,31,1,12,1,1,0.57745
235,1,31,2,16,2,2,1.1658
235,1,31,3,12,1,1,1.0544
235,1,31,4,8,2,2,0.58299
235,1,31,5,8,1,1,0.65463
235,1,31,6,12,2,2,0.8228
235,1,31,7,12,2,2,0.71887
235,1,31,8,8,1,1,0.71118
235,1,31,9,16,1,1,1.102
235,1,31,10,16,2,2,0.74982
235,1,31,11,16,2,2,0.63012
235,1,31,12,12,2,2,1.1262
235,1,31,13,12,2,2,0.47832
235,1,31,14,16,1,1,0.56576
235,1,31,15,8,1,1,0.69432
235,1,31,16,8,1,1,0.61561
235,1,31,17,16,2,2,0.75843
235,1,31,18,8,2,2,0.66247
235,1,32,1,16,1,1,1.1136
235,1,32,2,8,2,2,0.44742
235,1,32,3,8,2,2,1.4552
235,1,32,4,8,1,1,1.1738
235,1,32,5,12,1,1,1.8791
235,1,32,6,12,2,2,0.43861
235,1,32,7,16,2,2,1.4943
235,1,32,8,8,1,1,1.1183
235,1,32,9,16,2,2,0.53467
235,1,32,10,12,2,2,0.6536
235,1,32,11,16,2,2,0.74216
235,1,32,12,16,1,1,0.83136
235,1,32,13,12,2,2,0.85515
235,1,32,14,8,1,2,0.91126
235,1,32,15,12,2,2,0.7096
235,1,32,16,16,1,1,0.99748
235,1,32,17,8,2,2,1.1511
235,1,32,18,12,2,2,1.4308
235,2,1,1,16,1,1,1.2883
235,2,1,2,16,1,1,1.4374
235,2,1,3,12,2,2,0.91911
235,2,1,4,16,1,1,0.52638
235,2,1,5,12,1,1,1.0073
235,2,1,6,8,2,2,0.56116
235,2,1,7,16,1,1,0.51025
235,2,1,8,8,2,2,0.6791
235,2,1,9,8,2,2,0.92062
235,2,1,10,12,2,2,0.90312
235,2,1,11,12,2,2,0.74363
235,2,1,12,12,1,1,0.95114
235,2,1,13,8,2,2,1.1984
235,2,1,14,16,2,2,1.088
235,2,1,15,16,1,1,0.60672
235,2,1,16,8,2,2,0.61544
235,2,1,17,12,2,2,0.75958
235,2,1,18,8,1,1,0.5748
235,2,2,1,16,1,1,0.65122
235,2,2,2,8,2,2,0.59221
235,2,2,3,8,2,2,0.47134
235,2,2,4,16,2,2,0.51875
235,2,2,5,16,2,2,0.62914
235,2,2,6,12,1,2,0.66359
235,2,2,7,12,2,2,0.61551
235,2,2,8,12,1,1,0.47181
235,2,2,9,16,1,2,0.50314
235,2,2,10,8,1,1,1.1353
235,2,2,11,12,2,1,1.2146
235,2,2,12,8,1,1,0.74395
235,2,2,13,8,1,1,0.65533
235,2,2,14,16,1,1,0.79887
235,2,2,15,12,1,1,0.77564
235,2,2,16,8,1,1,0.67944
235,2,2,17,16,2,2,0.63974
235,2,2,18,12,1,1,1.2223
235,2,3,1,16,1,1,0.64086
235,2,3,2,8,1,1,0.96093
235,2,3,3,12,2,2,0.58236
235,2,3,4,16,2,2,0.5757
235,2,3,5,8,2,2,0.50258
235,2,3,6,12,1,1,0.72049
235,2,3,7,12,1,1,1.9265
235,2,3,8,8,2,2,0.78446
235,2,3,9,12,1,1,0.67798
235,2,3,10,16,1,1,0.78301
235,2,3,11,16,1,1,0.63864
235,2,3,12,8,2,1,0.59142
235,2,3,13,16,1,1,1.6155
235,2,3,14,8,1,1,1.4791
235,2,3,15,16,1,1,0.63921
235,2,3,16,12,1,1,0.96718
235,2,3,17,12,2,2,0.91157
235,2,3,18,8,1,1,1.2475
235,2,4,1,8,1,1,0.67279
235,2,4,2,16,2,2,0.50374
235,2,4,3,12,2,2,0.5096
235,2,4,4,12,2,2,1.127
235,2,4,5,16,1,1,1.1101
235,2,4,6,12,2,2,0.9593
235,2,4,7,8,2,2,0.93593
235,2,4,8,8,2,2,0.77538
235,2,4,9,16,1,1,0.68538
235,2,4,10,8,2,2,0.90332
235,2,4,11,16,1,1,0.58212
235,2,4,12,16,1,1,0.84661
235,2,4,13,8,1,1,0.91955
235,2,4,14,16,2,2,0.84795
235,2,4,15,8,2,2,1.0543
235,2,4,16,12,1,1,0.80801
235,2,4,17,12,1,1,0.70184
235,2,4,18,12,1,1,0.83991
235,2,5,1,16,1,1,0.79184
235,2,5,2,12,1,1,0.82353
235,2,5,3,16,2,2,0.69346
235,2,5,4,16,2,2,0.53465
235,2,5,5,8,1,1,0.63154
235,2,5,6,8,1,1,1.046
235,2,5,7,12,1,1,0.66294
235,2,5,8,8,1,1,0.66414
235,2,5,9,12,1,1,0.58975
235,2,5,10,8,2,2,1.0318
235,2,5,11,16,1,1,1.2546
235,2,5,12,12,2,2,0.92683
235,2,5,13,12,1,1,0.95103
235,2,5,14,8,2,2,0.58444
235,2,5,15,16,2,2,1.0373
235,2,5,16,8,2,2,0.58259
235,2,5,17,12,1,1,0.60092
235,2,5,18,16,2,2,0.64562
235,2,6,1,12,2,2,0.60252
235,2,6,2,8,1,1,0.84643
235,2,6,3,8,2,2,0.7445
235,2,6,4,8,2,2,0.76682
235,2,6,5,12,1,1,0.85584
235,2,6,6,16,1,1,0.48623
235,2,6,7,16,2,2,0.5745
235,2,6,8,16,1,1,0.62208
235,2,6,9,12,1,1,0.73501
235,2,6,10,12,1,1,0.52666
235,2,6,11,12,1,1,1.5181
235,2,6,12,8,2,2,1.0958
235,2,6,13,12,2,2,1.1744
235,2,6,14,16,2,2,0.87187
235,2,6,15,8,1,1,1.3901
235,2,6,16,16,1,1,0.64669
235,2,6,17,8,2,2,0.79119
235,2,6,18,16,1,1,0.79043
235,2,7,1,16,2,2,0.68885
235,2,7,2,8,2,2,0.50292
235,2,7,3,8,1,1,0.72005
235,2,7,4,12,1,1,0.49509
235,2,7,5,16,1,1,0.4863
235,2,7,6,12,1,1,0.44624
235,2,7,7,12,1,1,0.83939
235,2,7,8,8,2,2,0.80717
235,2,7,9,8,1,1,0.61451
235,2,7,10,16,2,2,1.0395
235,2,7,11,16,2,1,0.55042
235,2,7,12,12,1,1,0.98201
235,2,7,13,12,1,1,0.71149
235,2,7,14,8,1,1,0.68724
235,2,7,15,12,2,2,0.94382
235,2,7,16,16,1,1,1.2534
235,2,7,17,8,2,2,0.75183
235,2,7,18,16,2,2,0.98996
235,2,8,1,12,1,1,0.61778
235,2,8,2,8,1,1,0.74382
235,2,8,3,12,2,2,0.54182
235,2,8,4,12,1,1,0.83975
235,2,8,5,8,1,1,0.58351
235,2,8,6,12,1,1,0.5101
235,2,8,7,8,1,1,0.53523
235,2,8,8,16,2,2,1.1818
235,2,8,9,16,1,1,0.64678
235,2,8,10,12,2,2,0.5753
235,2,8,11,8,1,1,0.63948
235,2,8,12,16,2,2,0.65503
235,2,8,13,16,1,1,0.79792
235,2,8,14,16,1,1,0.54272
235,2,8,15,12,2,2,0.85505
235,2,8,16,8,2,2,0.6864
235,2,8,17,8,2,2,0.50381
235,2,8,18,16,1,1,1.0381
235,2,9,1,8,2,2,0.91361
235,2,9,2,12,1,1,0.63766
235,2,9,3,12,1,1,0.55143
235,2,9,4,16,2,2,0.73379
235,2,9,5,12,1,1,0.76767
235,2,9,6,16,1,1,0.55847
235,2,9,7,16,1,1,0.8301
235,2,9,8,12,1,1,1.1425
235,2,9,9,16,2,2,0.58266
235,2,9,10,16,1,1,0.7348
235,2,9,11,8,2,2,0.46318
235,2,9,12,12,2,2,0.52817
235,2,9,13,8,1,1,0.55881
235,2,9,14,8,1,1,0.53569
235,2,9,15,16,1,1,0.53411
235,2,9,16,8,1,1,0.43976
235,2,9,17,8,1,1,0.35059
235,2,9,18,12,1,1,1.0149
235,2,10,1,8,1,1,1.0503
235,2,10,2,8,1,1,0.45511
235,2,10,3,12,2,2,0.87862
235,2,10,4,8,2,2,0.62317
235,2,10,5,12,2,2,0.86304
235,2,10,6,16,1,1,1.1256
